track_id,track_name,popularity,duration_ms,explicit,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1EhGVajl6H7weP0EtryyCQ,Black Supremacy,16,230716,False,0.412,0.997,0.102,1.99e-05,0.349,0.263,0.0743,146.054
0AztRLpG7Oom6pJU3EGih9,Rite Of Cthulhu,17,120440,False,0.259,0.79,0.0375,0.000896,0.89,0.115,0.0614,152.502
66ul4n9S4ZNukykUKJhYoV,Dominion,19,213866,False,0.367,0.962,0.0842,1.11e-06,0.898,0.199,0.294,97.105
5VPS2mSgfIyp7Y45WRcV8w,Buried,18,191226,True,0.222,0.986,0.0822,0.0,0.828,0.153,0.0545,154.426
1ylg0BlxPEnNvWRNY3FaQl,The Return,18,366823,False,0.432,0.894,0.0666,9.8e-05,0.777,0.112,0.0954,115.1
2OcIi927kIz5SQ7JCAPVr2,Everyday I Must Suffer!,16,257413,False,0.307,0.981,0.0799,1.58e-06,0.819,0.207,0.227,77.526
4KOp2vA1oaSjfhZM2KvDe5,War of Fidelity,16,258493,False,0.365,0.958,0.158,1.35e-05,0.135,0.0186,0.127,99.971
7hWiFbEdLjzU9SJqtjJTB6,Inseminated Adoption,18,274800,False,0.375,0.972,0.0836,1.47e-06,0.755,0.0616,0.341,94.94
4xshf6LfP4rbee8bIu8CUL,Rebellion,16,206106,False,0.444,0.88,0.0399,2.74e-06,0.242,0.254,0.444,112.009
4tJF9XMeDBrNwAiXcwn2Om,Enslaved and Condemned,16,254960,False,0.216,0.963,0.0988,0.000163,0.639,0.325,0.144,131.686
09AYCqhoATLbgXDvOoL3Lq,Of Blindness And Subsequent Seers,16,408173,False,0.116,0.942,0.201,0.000145,0.844,0.513,0.0374,59.762
35yP1TSFgoKhDyo5HQOl73,Between Times,17,303466,False,0.506,0.941,0.0408,1.69e-05,0.093,0.196,0.262,129.078
6wQrnYYjQCpWrBDhGEHqJj,On the Mountain of Goats,16,324213,False,0.126,0.799,0.0646,7.64e-06,0.91,0.133,0.137,97.189
29B8fTRTO4AhJI82oGNlUc,Crystal Ammunition,17,860800,False,0.129,0.945,0.0873,1.15e-05,0.663,0.102,0.0571,147.11
1pxWVfrLRtj1ecdsHjwew3,Supra Karma,17,269626,False,0.444,0.984,0.0485,0.000188,0.947,0.552,0.21,100.01
5gSIGa7Gs7PwbUsBmbJrnK,Serpent Saints,18,304626,False,0.198,0.938,0.132,1.4e-05,1.2e-06,0.109,0.12,150.888
0XE4aVvC1rOGaS9jLpgsfv,Addiction King,18,175506,False,0.283,0.962,0.103,3.55e-06,0.748,0.103,0.179,168.237
5JDumtIVzzUGyvqbxoDczP,With the Gleam of the Torches,16,385160,True,0.327,0.838,0.046,2.09e-06,0.609,0.0593,0.119,129.747
3Da5CbGVl354ZoVhOaUUEW,Over Nine Waves,45,117960,False,0.261,0.954,0.0795,1.98e-05,0.744,0.757,0.0776,174.949
049SQ7EJTypWBZFhqBDuhC,Face of Death,18,125000,True,0.236,0.962,0.128,3.59e-06,0.0486,0.507,0.42,95.121
5lRxWX6DIUMPtCu5O59dm6,Neon Karma,17,236133,False,0.397,0.951,0.0726,7.09e-06,0.621,0.293,0.607,82.483
6FmQMYlxRl56FIgOwvRBil,En Lenke Smidd I Blod,16,396210,False,0.355,0.952,0.0814,4.19e-06,0.176,0.36,0.0362,94.972
0KOIFcNVh1vALklJ9Stwyr,Seven Serpents,18,235416,False,0.493,0.937,0.0592,0.00381,0.283,0.137,0.345,105.033
54HLmS3LSwbPUGxEbOwxoe,Midnight Rites,18,308588,True,0.206,0.998,0.106,3.29e-06,0.235,0.319,0.241,100.063
0KGCmA7KAqxtL8xObFheG6,B.L.M.D.,18,294160,True,0.398,0.984,0.0779,0.00422,0.194,0.183,0.1,104.483
7cULQ8t37qxw3aB82K8tBX,Disciple of Death,18,257131,True,0.41,0.977,0.0597,2.38e-05,0.234,0.087,0.507,95.993
73IEW6VfH0QtUssW946VCT,Sing for Devastation,16,273253,True,0.0846,0.957,0.11,0.0,0.349,0.287,0.163,169.943
1wPH7vYjsq1JEzytPZJfhg,Spoken Words of Venom,17,260413,False,0.49,0.996,0.0729,0.000427,0.000601,0.0432,0.0701,108.988
7qL5NqnxckzlO3FqVSwmzg,A Forlorn Peasant's Hymn,18,362704,False,0.172,0.806,0.175,0.0637,0.269,0.0796,0.0339,109.609
45QBxSzECtkZ6oiOP5etEw,Denne Tidløse Krigsdom,16,265333,True,0.312,0.952,0.188,1.99e-05,0.825,0.234,0.0375,119.925
48L6QXYIwpL3JkrkpYFRTP,I Am Very Possessed,17,286320,True,0.393,0.975,0.0423,3.13e-05,0.0174,0.614,0.392,152.543
4IQrkw1B28TFHMJbVbgiJC,Sadistic Blood Massacre,16,170133,False,0.223,0.989,0.108,1.38e-06,0.833,0.149,0.0769,119.421
44cZe0574VUCCbBqT9vqxs,Exercises in Futility I,43,478546,True,0.263,0.992,0.1,0.000128,0.704,0.345,0.0362,159.914
5PsG3vg7isSwbJP06FvvUt,The Presence Is Ominous,16,294720,False,0.164,0.856,0.0599,2.66e-06,0.0247,0.24,0.163,130.919
2irXVa70RYAMtgqP4nqRNU,Norges Sorte Himmel,17,609226,True,0.17,0.921,0.0919,4.52e-06,0.76,0.248,0.0998,124.704
2nwRXd3fmil7B1yN6fThYA,Dödens strand,17,305080,False,0.178,0.818,0.0475,0.000268,0.0368,0.405,0.536,148.159
4Bf8V74IfPyObOehyJveKy,Between Walls of Glass,16,523351,False,0.248,0.534,0.0523,0.0438,0.633,0.119,0.0357,113.97
3GoIUgx16YNmrB1wItuoif,Hemkomst,17,306813,False,0.257,0.495,0.0325,0.617,0.00938,0.277,0.355,83.219
591wL6GQKpgSGndbkfClhE,Innocence Died Screaming,18,165386,False,0.349,0.989,0.211,0.00392,0.396,0.199,0.0398,129.803
6KQ7xFNoyUdTR12ZtEpIBB,Krakes sista strid,17,458747,False,0.203,0.876,0.0388,9.7e-06,0.00137,0.335,0.332,140.014
4blgEi5rdVQ4UjGTfgXyny,Riitiir,16,326133,False,0.2,0.954,0.0697,2.5e-06,0.00882,0.306,0.24,104.1
3g3SS71pr4Js0T6XhLdxoX,Tamam Shud,16,418698,False,0.211,0.965,0.11,0.00606,0.381,0.0923,0.0518,119.866
7AIP5Lqy500r7pYtdCpphh,Sleeping Golden Storm,16,541928,False,0.104,0.345,0.0385,0.813,0.922,0.154,0.0379,91.211
0iOBEYsK8sNboeXr4RvDdu,Delirium tremens,18,490886,True,0.327,0.941,0.107,3.78e-05,0.88,0.236,0.093,80.2
20hf3JXH3YwuWZlpHKW0vd,Ritual Impurity (Seven of the Sky is One),18,195217,False,0.196,0.897,0.081,2.22e-05,0.905,0.154,0.063,99.168
25M56KGDZ2hoxd9X6XoAYk,The Funeral Seemed to Be Endless,16,213866,False,0.163,0.98,0.132,1.48e-06,0.253,0.25,0.219,168.725
7pTdgwpdyloAu2nhIHocR6,Intro - The Way of Cain,17,78876,False,0.207,0.733,0.0671,0.375,0.731,0.649,0.32,88.287
30ZAECF4zD6ieRvcxbbngl,A Fine Day to Die - Remastered,16,503213,False,0.187,0.956,0.0962,0.000997,0.204,0.179,0.0362,122.703
6HLwg6EZEMzXQDzCG5wcQH,Enshrouded by Cryptic Temples of the Cult,16,279533,False,0.129,0.955,0.136,5.84e-05,0.923,0.167,0.0341,98.798
7KUY10mUbRZuXOlogTckjN,I Serve...,19,150520,False,0.135,0.988,0.163,1.68e-06,0.163,0.125,0.202,94.429
0iyPj6S5Zd44Ne263V1BTa,Rise of the Predator,16,245226,False,0.196,0.878,0.124,3.83e-05,0.0177,0.0916,0.0373,128.117
3oolslawYKj5boO9d5Cvqn,The Fire of Power,16,278379,False,0.194,0.835,0.0508,7.18e-06,0.936,0.0785,0.211,112.308
5P9xDjJomlc6NbdhztolF4,Requiem,17,300000,False,0.477,0.7,0.0412,1.73e-05,0.915,0.114,0.0395,115.098
0iflcVvXTep1z3w9HEkOck,Spiritual Plasma Evocation,17,321320,False,0.479,0.926,0.0934,1.06e-05,0.736,0.144,0.0722,115.009
4NUSesk9YMN0dz7Qs9wEwJ,Death Camp,18,184040,True,0.245,0.989,0.255,4.48e-05,0.134,0.347,0.238,200.779
2cyVzxp4a7vObkPvhQfzrw,Thrash Speed Burn,18,301209,False,0.268,0.98,0.0746,1.16e-06,0.907,0.184,0.14,159.586
3h1iFQztLecJNxMdPZtpZq,Magnificent Glorification of Lucifer,17,260426,False,0.213,0.924,0.0821,5.06e-05,0.877,0.0811,0.205,127.25
1K8wuukCdlJPDgwfgsO1i8,The Eternal Glory of War,16,319866,False,0.145,0.995,0.235,4.77e-06,0.348,0.649,0.0346,179.832
425oS0JyBkTbveKDFmaUQR,Stevnemøte med Satan,18,269123,True,0.413,0.962,0.0647,4.93e-06,0.876,0.866,0.336,140.042
3aBSpI6ja5Mn9AclMqctqC,The Coronation of the Serpent,16,246706,False,0.519,0.983,0.103,0.126,0.736,0.426,0.23,142.349
7d5YihYn8oYaP9uQCWC2uG,Emaciated Holy Figure,17,226400,False,0.154,0.726,0.0891,8.06e-05,0.938,0.384,0.0631,86.424
5kYoAM1xjTwU3lSunb9tWO,Hail the King of All Heathens,16,320173,False,0.0709,0.921,0.0908,0.000706,0.898,0.225,0.217,184.186
0brC5uAtd5jq30m0alquJV,The Opposite Bank,16,354360,False,0.254,0.927,0.0716,8.57e-05,0.085,0.207,0.237,143.182
0z4W9IFRPeiJfcuc7nmFU0,En snara av guld (feat. Lea Grawsiö Lindström),17,335120,False,0.441,0.776,0.0338,0.00251,0.00016,0.114,0.169,75.023
3QuTjdvO97WyN5N0MzovJA,Shadow Sun,17,262880,False,0.394,0.776,0.0377,8.43e-05,0.776,0.108,0.215,160.105
3KoIvxup4giBRqT2DCq34L,Aftermath,19,185596,False,0.242,0.989,0.107,0.000225,2.6e-05,0.155,0.195,169.955
5bmaJghY9t1XB4fT7Czndk,Nefarious Warriors,18,287533,False,0.243,0.957,0.0783,4.34e-06,0.819,0.0816,0.167,113.465
6WTb67YHPih0UCVxXGLDKn,Contact,36,214250,False,0.454,0.563,0.0367,0.211,0.957,0.126,0.0621,119.939
5QdO7aRLZEUhwti8gTM0qW,Dronning Ellisiv,42,272628,False,0.523,0.481,0.0269,0.93,0.0012,0.236,0.198,137.985
4TcwetEa2cszEHAbUpG4dM,In My Last Mourning... - 2012 Remaster,37,658760,True,0.133,0.4,0.0685,0.0017,0.932,0.114,0.0371,142.82
3fsOBwBwxBB4j1IFhh3s9V,Once Upon the Cross,42,214213,False,0.205,0.95,0.132,1.93e-05,0.805,0.212,0.314,184.43
3IZWl7podZdz9FNmacdCtZ,Endless Circle,17,361139,False,0.12,0.884,0.0646,2.81e-05,0.824,0.141,0.0642,90.02
28LcejLJ4Yf5096gW8Jqze,Sapphire - Perturbator Version,39,300800,False,0.182,0.864,0.0594,1.07e-05,0.783,0.0828,0.272,75.014
568Us2jl7Vzr1CJGN6xNwW,I AM the Demon,17,217346,False,0.178,0.964,0.0732,7e-05,0.743,0.0611,0.413,180.791
2UKLCkE4HWN7OD6PacERKP,Dreamless,40,378205,False,0.484,0.934,0.0781,0.0434,0.695,0.204,0.0599,130.034
6zog3BVAWix1uXRfevBE2u,Nostalgia,38,281936,False,0.406,0.667,0.0342,0.00987,0.000366,0.0915,0.217,109.841
3BxRINh4h2LAMTYJili3zD,2econd Skin,17,291200,False,0.437,0.951,0.0619,2.28e-05,0.702,0.417,0.273,105.036
0vqhGB3MHiQHeWkcUiSmBv,Towards Forgotten Paths,18,72800,False,0.235,0.937,0.128,0.015,0.793,0.11,0.186,84.904
5YeAXCGFbunXX0FV7D71V4,Dimmu Borgir,43,335000,False,0.263,0.969,0.0837,7.08e-05,0.0289,0.555,0.332,130.16
0GOqcV3gpq5y6NQds5PWSW,Interface to God,16,275946,False,0.238,0.938,0.104,4.45e-05,0.941,0.231,0.102,119.98
6wJ1NA0Ay3YTeljg9nQnDB,Hunters Not Horned,17,407600,False,0.202,0.751,0.0447,0.00165,0.0142,0.38,0.185,87.496
59ABS9TGj42JhK53tyMZNN,Ewigkeit,16,425493,False,0.392,0.776,0.0507,2.27e-06,0.899,0.078,0.215,114.964
0TT5rG6JOdzv5FkujZ4O9B,Burn in Hell,47,305658,False,0.276,0.978,0.073,6.72e-06,0.102,0.359,0.434,106.967
430b2oO6J44m39VBLKE2De,In Streams from Great Mysteries,17,354051,False,0.124,0.871,0.0806,1.65e-05,0.908,0.37,0.0359,82.308
6dM0aNxWa214W30fGtJpik,Veneration of the Lunar Orb,17,312807,False,0.377,0.971,0.0845,1.71e-06,0.636,0.118,0.059,95.046
0d1FzTuFoizLKk2ZZRRT0j,Open the Gates,18,145226,False,0.451,0.754,0.0541,0.0951,0.000163,0.0498,0.263,132.976
1Ukudp67IGGBFRx08lxGtC,Shifting Channels,17,377026,False,0.606,0.674,0.0714,0.151,0.0431,0.11,0.102,112.505
33s79TvOucGLnJLjAX7N4b,Come the Flood,17,436633,False,0.211,0.969,0.0972,0.00014,0.00545,0.347,0.0503,101.464
06Rxt3Twa6Y5X7GDLWiaEB,The Devil Master (Devil is Your Master),18,135826,False,0.0916,0.998,0.17,0.00229,0.16,0.522,0.0615,173.833
4DFx1eSaWsMmcvmUBSaXF7,Duh,17,305146,False,0.17,0.828,0.0355,4.34e-06,0.37,0.26,0.111,86.008
5bI5zVdbMKtO9JgeUIocW6,Sangue,17,238960,False,0.512,0.937,0.0426,0.321,7.69e-06,0.196,0.67,149.998
7xc2mjpK157QRUiSA70EL9,The God Who Fell From Earth,16,279280,False,0.335,0.969,0.067,4.33e-06,0.783,0.885,0.0837,75.03
6A9HOpSIs3ojvFULqGyLdt,Beginning of the End,16,414236,False,0.13,0.961,0.127,4.81e-05,0.881,0.707,0.0349,145.095
16kr19DhH7WAPmHsYw46tI,Lilith Mater Inferorum,17,225266,False,0.413,0.723,0.0335,0.000265,0.000631,0.27,0.195,149.799
1JJlnyhwxEJWyd11JLPPiV,Jasna Pustka,18,211062,True,0.0888,0.933,0.0701,6.54e-06,0.0671,0.469,0.058,166.557
2QW96nCbErC7LypG6k7Yv1,Phobic Shadows and Moonlit Meadows,17,414866,False,0.199,0.942,0.0804,1.36e-05,0.236,0.288,0.152,151.757
4z2GRuRAPbN7mhuz6eH0DY,Sado Messiah,17,230760,True,0.341,0.924,0.0902,1.06e-06,1.43e-06,0.447,0.0305,123.909
3RuIhrs6JiJOBQDLtqiJXs,Crying Days - 2000,18,271760,False,0.467,0.643,0.0328,0.000542,0.0405,0.334,0.153,120.064
58AGHUAqFCIxw2mAjDC2AQ,Temple of New Jerusalem,18,241933,False,0.558,0.756,0.0325,0.000235,0.818,0.118,0.355,124.998
6L6tlqIYJmK7hwZQmzXuoC,Heart of Ice,16,274240,False,0.215,0.941,0.13,0.0,0.252,0.0602,0.0328,126.529
2tsJUuft7vX6VvmnHJuh68,Garden of Peace,18,205413,False,0.388,0.578,0.0287,0.000513,0.351,0.122,0.22,88.006
4pfSGHAXx8KGU3RAmTT3Eg,Demon,17,207595,False,0.415,0.649,0.0418,6.69e-05,0.0263,0.194,0.243,95.041
4YuOuyUPWWPB5iHR45BKCt,A Grave To Blame,18,218080,False,0.453,0.974,0.129,0.00162,0.00664,0.0813,0.122,110.008
18fzEuKBgJaElXWDmp6nxB,Din,18,157853,False,0.282,0.969,0.0709,0.00011,0.678,0.087,0.155,184.998
5eRVPID9Jd2mvaVrJWaoKD,Upon Our Spiritual Deathbed,16,508393,False,0.115,0.901,0.0751,4.28e-05,0.000649,0.126,0.0795,160.184
532CXZ5NJFjhyQaRJkM86u,Gods To The Godless,16,467440,False,0.198,0.956,0.064,5.21e-06,0.621,0.169,0.216,114.183
6fefxoosvogVZMoNxT86YR,Stele Calauza,17,310520,False,0.379,0.955,0.0371,9.81e-06,0.0112,0.363,0.315,161.958
0pEXgy5CKEGhtOdfwGQgIF,The Dark One,18,219506,False,0.244,0.949,0.0612,2.13e-05,0.214,0.203,0.329,110.752
0jHC9DYdiVhgqwgrrQnynX,The Southern Deathstyle,18,247480,False,0.584,0.93,0.176,0.000123,0.815,0.316,0.503,137.008
3Kp8RnM2JyBySm5mEx89zi,Stigma Diabolicum - Live,17,321085,False,0.449,0.974,0.0902,2.68e-06,0.906,0.161,0.14,113.533
7fA3BwrbrioTWbuIPZAoE0,The Beast,17,329586,False,0.19,0.992,0.104,1.83e-06,0.815,0.256,0.0731,131.051
25rfUI8jQ7AIFDNdMW1X1P,At Tragic Heights,17,400293,False,0.329,0.882,0.0724,6.06e-06,0.928,0.676,0.073,134.722
28TbVu2FO5BuiY2ZszGiLm,Covenant of Death,17,368000,False,0.287,0.963,0.11,0.000112,0.56,0.363,0.22,100.586
7yzj3yH2wSMpRiyFGFCzy3,Warning from the Reaper,17,245506,False,0.147,0.966,0.0796,4.66e-05,0.000329,0.153,0.249,146.926
3YOKyRXiCzcVH12q90OwBT,The Black Vomit,17,142800,False,0.258,0.923,0.045,0.0008,0.243,0.771,0.578,132.494
3cjwiHpAEd9qm9jrC8HNTv,Devil's Excrement,17,135000,True,0.101,0.991,0.143,1.24e-05,0.0149,0.532,0.0931,160.587
01R3LjAOaCAC4SZlPh2GFO,In the Distant Travels,35,507141,False,0.152,0.399,0.0602,0.938,0.87,0.2,0.0365,135.296
3pJIlfJpdSYDSjjs5tVWSZ,The Great Hunter,34,263454,False,0.145,0.971,0.12,6.89e-06,0.246,0.307,0.0887,199.903
1vV3J1MWqKxNvHprOCqHm0,Rain as Cure,38,192600,False,0.329,0.313,0.029,0.0101,0.859,0.0959,0.421,200.081
6m90mjuhJ0sc018khKSDDy,Linceul d'hiver,39,170373,False,0.517,0.381,0.0343,0.357,0.909,0.106,0.305,109.954
6z31G6R0Gj5EObSFQXQdmc,Melting Sun IV: Jade Fields,36,389026,False,0.443,0.883,0.0387,5.65e-05,0.698,0.175,0.0847,118.488
2e7pWEY5NqtyjGzdR53aQh,Cathedrals of Mourning,17,378733,False,0.25,0.939,0.131,0.00028,0.219,0.135,0.0375,99.516
1CuumKZFOismWvJqwFo2Qy,Melting Sun I: Azure Chimes,32,431400,False,0.329,0.582,0.0503,4.98e-05,0.805,0.0893,0.0872,124.931
5maqE0Bx0zNFvliGm50VBi,Tyranni,17,233439,True,0.252,0.985,0.167,2.61e-06,0.27,0.321,0.0397,119.967
38XmF28XW6a7g44JhZdsDT,Forward!,44,209100,True,0.441,0.997,0.19,0.000562,0.019,0.147,0.0314,150.036
39k3wsNvgJ9dEyhPPraXzZ,Long Live Our Lifeless King,16,535133,False,0.271,0.815,0.06,0.00013,0.105,0.412,0.11,126.994
6K14SJ27AUnKgEhBDxJUHx,Open the Gates O Forest Keeper,17,201986,False,0.174,0.324,0.0396,0.632,0.847,0.558,0.0493,119.282
51cjs2joWPFrjym9SANLpe,Midnight Heart,17,360016,False,0.395,0.935,0.0481,0.0117,0.82,0.167,0.189,150.029
6ceQfFvEr9UjRUCZFTimEJ,Sexdictator Lucifer,42,225493,False,0.556,0.909,0.0772,1.65e-05,0.0875,0.613,0.297,123.985
2ajjgzgqRX0O1peZpFvREc,Oceanquake,17,224586,False,0.401,0.953,0.0652,0.000214,0.00306,0.134,0.373,179.931
6TBl9c9tfYzN3wVPUBcCIj,Cicha 8,18,74451,False,0.518,0.848,0.0561,0.00473,0.278,0.411,0.367,119.923
6RqT1YOVMVjDATyYKsBpaO,Ov My Herculean Exile,39,283791,True,0.411,0.937,0.0571,1.94e-05,0.0245,0.153,0.225,110.972
3Pvy0DQz4gQNlNlWNrw1IU,Rape of God,17,392656,False,0.392,0.932,0.0708,2.48e-06,0.728,0.317,0.356,117.961
6H4oDZa171NFaEeVaeFCES,Dreadful Discovery,16,239933,False,0.255,0.982,0.164,0.00013,0.1,0.361,0.0424,97.61
4rdkmnF3PNXwb9lzShTeIv,Vedestä Vieraantunut,17,395066,False,0.169,0.878,0.0542,6.37e-06,0.625,0.389,0.306,103.0
73xAQWV4i6aASNqCkqR1OU,Madness Redeemer,17,316869,False,0.24,0.979,0.0812,2.1e-06,0.566,0.334,0.0861,135.018
4rg3s1aEaDXNWtD59o7YRT,Mother of Abominations,16,316973,False,0.233,0.958,0.0633,6.69e-06,0.946,0.384,0.0383,160.186
56Dx05191bq0ZHGGkD8vcn,Nocturnal Hymns,16,456266,False,0.225,0.969,0.105,5.53e-05,0.724,0.3,0.0663,164.839
0hJMcADyrl9cw6HQ1pcpjM,I. Blood Moon Rising,17,137000,False,0.0665,0.415,0.167,0.00102,0.901,0.295,0.173,180.463
3pRYJJpoooF552RU4FYG8m,Wielki Mizogin,17,194821,True,0.239,0.982,0.186,0.000128,0.0102,0.729,0.12,159.926
0HXZLXE9zsZwJg6yGKWDTh,Where Dead Things Roam Free,17,339626,False,0.331,0.838,0.0557,1.71e-06,0.768,0.093,0.25,119.829
2K3areNeCsCI55wKupEhBW,Cursed Be Thy Kingdom,17,176746,False,0.295,0.953,0.0814,2.72e-06,0.000332,0.142,0.645,141.102
45aND8JvZA7mJCrrZUjZAy,Levitation Hoax,18,329674,False,0.202,0.837,0.0446,1.75e-05,0.653,0.23,0.38,122.309
5cKTyp5RFPALN8SbmYDGEk,March to the Crater,17,167963,False,0.137,0.258,0.0724,0.0024,0.744,0.106,0.349,139.75
09NHX3DzPqHN2m05LifEiP,Paradox,18,272453,False,0.0749,0.824,0.088,0.0,0.855,0.106,0.322,80.231
2J6v4RtFwpm8gBF6KOF8q3,Hexenkrieg,18,207838,True,0.362,0.994,0.181,4.77e-05,0.0,0.337,0.163,136.465
4ywBPWj2NsH9DBTdMrzXLJ,The Shams Of Optimism,17,182573,False,0.119,0.968,0.374,1.36e-05,0.966,0.33,0.0374,171.644
1AcobJo5jGZtHiB20KrV62,Precious Blood of Christ Rebuked,18,286466,False,0.206,0.942,0.0775,4.75e-06,0.909,0.485,0.243,92.023
5JqKeKjn6jSOtR0bLMV4mS,The Gentle Touch of Humanity,16,546621,False,0.299,0.855,0.0987,0.0186,0.00516,0.0526,0.132,126.898
4y1KB0U6LsuWLKiZgtq5ky,Yee Naaldlooshii,16,273261,True,0.345,0.593,0.0544,2.99e-05,0.955,0.556,0.182,99.929
5SeoV5J7yTumQKLzpqSatA,Jeg vil ha det mørkere,17,274160,False,0.338,0.932,0.0817,1.69e-05,0.0359,0.141,0.131,159.974
5KVhUKK7prv1Wmut60s2f2,Krew w kolorze bursztynu,17,375400,False,0.149,0.988,0.138,6.99e-06,0.776,0.153,0.0654,100.605
7vQS9xDSohpM2Y450RmPKH,Phantom Funeral,17,312240,False,0.116,0.994,0.167,6e-06,0.0255,0.416,0.0383,163.551
5dopdQjLF5kwXNBBSFLr5E,The Last Supper - Remastered 2021,16,237826,True,0.099,0.974,0.0931,3.77e-06,0.843,0.0547,0.147,166.572
6ElJ54n49iDJh8WmAAXx2r,Eternal,16,276944,False,0.467,0.969,0.0836,2.67e-06,0.654,0.148,0.247,109.0
6wqu6LuW5ALfsN5jPmkCMh,The First Seal,16,579360,False,0.192,0.875,0.0557,2.57e-05,0.776,0.108,0.128,128.669
4zD7fckgtkUcy4TBnabVuT,Puritania - Live,16,186506,False,0.147,0.991,0.287,0.000123,0.551,0.91,0.0863,83.017
7eJTmuxMLfKtvTX37c2gLL,When Death Calls,18,234117,False,0.111,0.898,0.097,8.42e-06,0.309,0.332,0.0701,168.273
4iQBVLsc2PEkoq1B99jTPw,Septem Peccata Mortalia,17,254095,False,0.39,0.847,0.0497,0.00331,0.981,0.271,0.349,100.033
6fKSBgaJyoPSttcFgjDaIg,Inquire Within,18,347466,False,0.346,0.9,0.0451,9.17e-06,0.692,0.12,0.248,140.11
7kEQvD0bqdiDh28wvQ33ZH,A Burden,17,109293,False,0.227,0.991,0.154,2.3e-05,0.00458,0.058,0.117,91.042
4QHxkXXtbPAFFiG37wb4I0,The Nameless Dread,17,71375,False,0.206,0.613,0.0463,0.899,0.748,0.309,0.0781,82.459
0NKaB1OtqKniD3UZE8feuj,Scottish Hell,17,182253,False,0.22,0.874,0.0583,3.74e-06,0.836,0.14,0.211,107.561
20k6wvqnsp9pyv4FaTf94h,Fossegrim - BBC Sessions 2010,18,203057,True,0.269,0.922,0.0773,2.14e-05,0.0134,0.0765,0.368,159.878
3BuUE97Z9XW1qoJ0Qxa7ER,The Blood-Dimmed Tide,16,200920,True,0.292,0.67,0.133,3.66e-05,0.315,0.326,0.0972,129.871
2dUKRZoxswaN2NXfvczc8Z,And You Will Beg for Our Secrets,17,200687,False,0.229,0.413,0.0892,1.18e-06,0.904,0.0644,0.0777,119.816
4NcYRApZOUk4Y9vBSlFiZd,Slippin' Away,40,312933,False,0.364,0.565,0.0315,0.0005,0.289,0.254,0.0583,121.285
2FXckoxZCBeWvg3IaFd1EW,The Fool,44,246373,False,0.469,0.99,0.132,0.000178,0.00183,0.143,0.158,114.972
73MwXimOLw8YivPCWOCFqe,Powercraft,17,257013,False,0.51,0.985,0.107,0.00179,0.212,0.213,0.295,100.003
6QbM4HWbXwOyHLhgLXwjwW,Valdogg,15,526933,False,0.235,0.998,0.139,0.00334,0.094,0.34,0.0256,122.277
29NokCJQHum6VXYPK8meeX,Trail of Sulfur,16,446613,False,0.361,0.966,0.132,6.66e-06,0.827,0.293,0.117,161.018
7qifXxszXjUIsx0SKeADUM,Water,16,333733,False,0.35,0.953,0.0609,1.32e-05,0.185,0.346,0.314,158.012
6UWH9wCKReQNgHHajRCJ3Y,De Dijle,17,392577,False,0.225,0.25,0.0385,0.921,0.971,0.382,0.0395,124.915
13TqvB91x3vY05Ym9OJ9It,Fault,17,334000,False,0.379,0.93,0.102,0.000124,0.208,0.0771,0.0396,155.01
71lK2GJzwUVThQuOGKTHSE,The Violation,44,258866,False,0.384,0.991,0.0878,0.00356,0.845,0.527,0.0299,134.913
67qTdgJoYdluYB1aPZE6XF,Beware the Silence,36,310986,False,0.539,0.757,0.0499,0.0047,0.0005,0.0926,0.147,124.982
5Xod1NZrvEBucvQJIxI8O5,Þann Svartís,16,246826,False,0.234,0.929,0.0818,0.0,0.933,0.272,0.1,155.577
3337Hpv6XBBEWLwoRsSMxT,Cruzat Beer House Song,16,241951,False,0.419,0.877,0.102,0.0285,0.00088,0.712,0.397,170.025
1u61kmfYl8oQTDiOLYc8RC,Midvinter Forest,16,202213,False,0.228,0.911,0.169,0.175,0.873,0.4,0.121,127.168
25aS4iKJ3DXGN3hpZD9P9W,The Devil Slayer,16,305213,False,0.468,0.997,0.172,3.88e-06,0.696,0.154,0.0389,150.006
089QFxwC1qzkdZAYLB5SL6,The Hallowing Of Heirdom,17,442200,False,0.304,0.228,0.0332,0.886,0.943,0.3,0.0768,109.955
7IKHrWPQCOQZCuwweRDAN1,Relics of Elohim,16,391338,False,0.335,0.716,0.046,0.000129,0.303,0.32,0.0624,129.932
0ocm27j8fvDUUTDvYvOdcW,Witness The Earth Descend,16,267000,True,0.259,0.948,0.0498,3.2e-06,0.289,0.232,0.26,160.021
0GZjFhNTIJpaVij8r0f2JO,Død,15,229120,False,0.422,0.884,0.0379,1.11e-05,0.0,0.232,0.463,136.032
5WvlKj9tA6Yp2bniUpmHsx,The Sign Of The Unholy Cross,16,420373,False,0.247,0.687,0.0811,1.68e-05,0.27,0.0592,0.162,133.963
0AfL2S0ioAoRZZLwJdNNXm,Gods Hideous Creation,17,208281,True,0.336,0.982,0.186,4.16e-05,0.477,0.795,0.0794,134.528
5asYnKjFDtLjMa4qWzgajy,The Time of Revenge,16,289586,False,0.215,0.988,0.0963,3.59e-05,0.00105,0.328,0.0359,146.588
7gbjLoVKE8FZr8jra24GIR,Día De Muertos,16,228217,False,0.413,0.942,0.0569,0.000985,0.00228,0.381,0.501,149.832
